Covered_Recipient_Type,Noncovered_Recipient_Entity_Name,Teaching_Hospital_CCN,Teaching_Hospital_ID,Teaching_Hospital_Name,Covered_Recipient_Profile_ID,Covered_Recipient_NPI,Covered_Recipient_First_Name,Covered_Recipient_Last_Name,Recipient_City,Recipient_State,Recipient_Zip_Code,Covered_Recipient_Primary_Type_1,Covered_Recipient_Specialty_1,Total_Amount_of_Payment_USDollars,Date_of_Payment,Record_ID,Program_Year,Payment_Publication_Date
Covered Recipient Teaching Hospital,Not available,340130.0,10756.0,CAROLINAS HEALTHCARE SYSTEM UNION,Not available,Not available,Not available,Not available,Monroe,NC,28112,Not available,Not available,150.0,06/15/2021,786497843,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,460009.0,11165.0,U Of U Hospitals & Clinics,Not available,Not available,Not available,Not available,SALT LAKE CITY,UT,84132,Not available,Not available,1862.0,11/16/2021,831083325,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,340113.0,10768.0,CAROLINAS MEDICAL CENTER,Not available,Not available,Not available,Not available,Charlotte,NC,28207,Not available,Not available,2146.71,03/09/2021,786497991,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,230046.0,10547.0,Univ Of Mi Hospitals & Hlth Ctrs,Not available,Not available,Not available,Not available,ANN ARBOR,MI,48109,Not available,Not available,172.87,05/12/2021,843821057,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,280211.0,1184627663.0,ANTHONY,TOLCHER,SAN ANTONIO,TX,78229,Medical Doctor,Allopathic & Osteopathic Physicians|Internal Medicine|Medical Oncology,330.0,02/16/2021,832501965,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,30103.0,11162.0,Mayo Clinic Hospital,Not available,Not available,Not available,Not available,PHOENIX,AZ,85054,Not available,Not available,1250.0,07/31/2021,771321334,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,460009.0,11165.0,U Of U Hospitals & Clinics,Not available,Not available,Not available,Not available,SALT LAKE CITY,UT,84132,Not available,Not available,127.75,07/19/2021,851397747,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,9891.0,1235122359.0,TIMOTHY,RYKEN,LEBANON,NH,03756,Medical Doctor,Allopathic & Osteopathic Physicians|Neurological Surgery,525.0,02/19/2021,813747325,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,180103.0,10847.0,Baptist Health Lexington,Not available,Not available,Not available,Not available,Lexington,KY,40503,Not available,Not available,3925.0,07/28/2021,843873827,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,330154.0,10065.0,Memorial Hospital For Cancer And All,Not available,Not available,Not available,Not available,New York,NY,10065,Not available,Not available,3156.65,03/31/2021,836178951,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,490046.0,10737.0,Sentara Leigh Hospital,Not available,Not available,Not available,Not available,NORFOLK,VA,23502,Not available,Not available,213.75,04/13/2021,843821664,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,150048.0,10409.0,Reid Hospital & Health Care Services,Not available,Not available,Not available,Not available,Richmond,IN,47374,Not available,Not available,78.67,03/03/2021,828341205,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,520098.0,10572.0,University Of Wi Hospitals & Clinics,Not available,Not available,Not available,Not available,Madison,WI,53792,Not available,Not available,50000.0,09/07/2021,768161184,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,450076.0,11031.0,Ut Md Anderson Cancer Center,Not available,Not available,Not available,Not available,Houston,TX,77030,Not available,Not available,47000.0,09/09/2021,843879491,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,230053.0,10500.0,HENRY FORD HOSPITAL,Not available,Not available,Not available,Not available,Detroit,MI,48202,Not available,Not available,1026.57,05/27/2021,830757651,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,450076.0,11031.0,Ut Md Anderson Cancer Center,Not available,Not available,Not available,Not available,HOUSTON,TX,77030,Not available,Not available,7142.4,12/16/2021,831049997,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,230046.0,10547.0,Univ Of Mi Hospitals & Hlth Ctrs,Not available,Not available,Not available,Not available,ANN ARBOR,MI,48109,Not available,Not available,26250.0,12/13/2021,819883191,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,50180.0,11269.0,JOHN MUIR MEDICAL CENTER - WC,Not available,Not available,Not available,Not available,WALNUT CREEK,CA,94598,Not available,Not available,200.0,09/13/2021,835914250,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,450076.0,11031.0,Ut Md Anderson Cancer Center,Not available,Not available,Not available,Not available,HOUSTON,TX,77030,Not available,Not available,61.26,04/08/2021,831065797,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,117176.0,1588641591.0,BRIAN,WEINSHENKER,ROCHESTER,MN,55905,Medical Doctor,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology,1046.57,06/30/2021,835898083,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,230297.0,10146.0,KARMANOS CANCER HOSPITAL,Not available,Not available,Not available,Not available,Detroit,MI,48201,Not available,Not available,205.42,04/14/2021,793087365,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,50496.0,10957.0,John Muir Medical Center - Concord,Not available,Not available,Not available,Not available,Concord,CA,94520,Not available,Not available,2810.65,11/17/2021,826469747,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,830298.0,1407979529.0,JORGE,GARCIA-ZUAZAGA,MAYFIELD HEIGHTS,OH,44124,Medical Doctor,Allopathic & Osteopathic Physicians|Dermatology,750.0,12/17/2021,819668601,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,370028.0,10993.0,Integris Baptist Medical Center,Not available,Not available,Not available,Not available,Spencer,OK,73084,Not available,Not available,782.0,01/20/2021,827577171,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,360137.0,10389.0,Uh Cleveland Medical Center,Not available,Not available,Not available,Not available,CLEVELAND,OH,44106,Not available,Not available,57.3,12/08/2021,831085785,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,253545.0,1578675104.0,KASHYAP,PATEL,ROCK HILL,SC,29732,Medical Doctor,Allopathic & Osteopathic Physicians|Internal Medicine|Hematology & Oncology,4566.69,10/27/2021,830977503,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,183398.0,1033176581.0,HOPE,RUGO,SAN FRANCISCO,CA,94143,Medical Doctor,Allopathic & Osteopathic Physicians|Internal Medicine|Medical Oncology,940.0,09/21/2021,832583065,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,160058.0,10604.0,University Of Iowa Hosp & Clinics,Not available,Not available,Not available,Not available,Iowa City,IA,52242,Not available,Not available,76.36,05/01/2021,827033833,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,50625.0,11293.0,Cedars-Sinai Medical Center,Not available,Not available,Not available,Not available,WEST HOLLYWOOD,CA,90048,Not available,Not available,6.39,03/08/2021,831087069,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,8801086.0,1760877484.0,JIMMY,ZHAO,NEW YORK,NY,10065,Medical Doctor,Allopathic & Osteopathic Physicians|Internal Medicine|Hematology & Oncology,1400.0,03/24/2021,832503585,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,220071.0,9988.0,Massachusetts General Hospital,Not available,Not available,Not available,Not available,BOSTON,MA,02114,Not available,Not available,21357.9,05/13/2021,839385331,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,460009.0,11165.0,U Of U Hospitals & Clinics,Not available,Not available,Not available,Not available,SALT LAKE CITY,UT,84132,Not available,Not available,425.0,10/03/2021,851397851,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,50146.0,11296.0,City Of Hope National Medical Ctr,Not available,Not available,Not available,Not available,Duarte,CA,91010,Not available,Not available,471.9,04/28/2021,836179057,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,349209.0,1689687147.0,WILLIAM,WILEY,CLEVELAND,OH,44115,Medical Doctor,Allopathic & Osteopathic Physicians|Ophthalmology,1041.28,01/01/2021,854610387,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,500008.0,11198.0,UNIVERSITY OF WASHINGTON MED CTR,Not available,Not available,Not available,Not available,Seattle,WA,98195,Not available,Not available,1653.0,10/01/2021,816675063,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,5929.0,1134204860.0,PHILIP,ZEITLER,AURORA,CO,80045,Medical Doctor,Allopathic & Osteopathic Physicians|Pediatrics|Pediatric Endocrinology,680.0,04/08/2021,811841047,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,54144.0,11286.0,Langley Porter Psychiatric Hospital,Not available,Not available,Not available,Not available,SAN FRANCISCO,CA,94143,Not available,Not available,4389.0,08/27/2021,838656039,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,227087.0,1013049188.0,ANNE,CHANG,STANFORD,CA,94305,Medical Doctor,Allopathic & Osteopathic Physicians|Dermatology,125.32,10/21/2021,793081869,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,240010.0,10582.0,Mayo Clinic Hospital Rochester,Not available,Not available,Not available,Not available,Rochester,MN,55902,Not available,Not available,18800.0,12/13/2021,843879753,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,460009.0,11165.0,U Of U Hospitals & Clinics,Not available,Not available,Not available,Not available,SALT LAKE CITY,UT,84132,Not available,Not available,7307.16,01/19/2021,819883501,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,310015.0,10713.0,MORRISTOWN MEDICAL CENTER,Not available,Not available,Not available,Not available,MORRISTOWN,NJ,07960,Not available,Not available,1000.0,11/15/2021,835920535,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,1089026.0,1508070566.0,DILSHER,DHOOT,SANTA BARBARA,CA,93103,Medical Doctor,Allopathic & Osteopathic Physicians|Ophthalmology,4004.78,02/09/2021,793082125,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,100034.0,10809.0,Mt. Sinai Medical Center,Not available,Not available,Not available,Not available,MIAMI BEACH,FL,33140,Not available,Not available,27.0,04/15/2021,831066555,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,701937.0,1871642017.0,RAJAN,AGARWAL,Abington,PA,19001,Medical Doctor,Allopathic & Osteopathic Physicians|Radiology|Nuclear Radiology,27870.0,02/04/2021,819889872,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,657046.0,1285877209.0,DANENG,LI,DUARTE,CA,91010,Medical Doctor,Allopathic & Osteopathic Physicians|Internal Medicine|Medical Oncology,4069.58,03/31/2021,835898867,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,340069.0,10774.0,Wakemed Raleigh Campus,Not available,Not available,Not available,Not available,RALEIGH,NC,27610,Not available,Not available,58.0,04/08/2021,800996695,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,54144.0,11286.0,LANGLEY PORTER PSYCHIATRIC HOSPITAL,Not available,Not available,Not available,Not available,San Francisco,CA,94143,Not available,Not available,2098.34,04/26/2021,793087621,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,1052801.0,1215965876.0,SHERELLE,LAIFER- NARIN,New York,NY,10032,Medical Doctor,Allopathic & Osteopathic Physicians|Radiology|Diagnostic Radiology,34365.0,06/08/2021,819890313,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,1146903.0,1518908995.0,FREDERICK,UELAND,LEXINGTON,KY,40536,Medical Doctor,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Gynecologic Oncology,434.2,03/31/2021,835899711,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,520070.0,10558.0,Mchs Eau Claire Hospital,Not available,Not available,Not available,Not available,EAU CLAIRE,WI,54703,Not available,Not available,5400.0,12/20/2021,781385471,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,440039.0,10425.0,VANDERBILT UNIVERSITY MEDICAL CENTER,Not available,Not available,Not available,Not available,Nashville,TN,37232,Not available,Not available,3663.0,12/15/2021,832685911,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,146932.0,1245316199.0,MAHA,HUSSAIN,CHICAGO,IL,60611,Medical Doctor,Allopathic & Osteopathic Physicians|Internal Medicine|Medical Oncology,1400.0,09/28/2021,832584277,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,240080.0,10584.0,University Of Minnesota Medical Ctr,Not available,Not available,Not available,Not available,Minneapolis,MN,55426,Not available,Not available,52287.36,12/17/2021,832906349,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,360048.0,10384.0,Univ Of Toledo Medl Center,Not available,Not available,Not available,Not available,Toledo,OH,43614,Not available,Not available,122.86,01/01/2021,827034093,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,10033.0,10929.0,University Of Alabama Hospital,Not available,Not available,Not available,Not available,BIRMINGHAM,AL,35249,Not available,Not available,236.64,06/03/2021,844266175,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,53302.0,11301.0,Childrens Hospital Los Angeles,Not available,Not available,Not available,Not available,Los Angeles,CA,90027,Not available,Not available,9.0,08/05/2021,811618701,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,160058.0,10604.0,University Of Iowa Hosp & Clinics,Not available,Not available,Not available,Not available,IOWA CITY,IA,52242,Not available,Not available,75.6,07/13/2021,843822411,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,450076.0,11031.0,UT MD ANDERSON CANCER CENTER,Not available,Not available,Not available,Not available,Houston,TX,77030,Not available,Not available,4600.0,12/20/2021,832505071,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,360180.0,10373.0,Cleveland Clinic Hospital,Not available,Not available,Not available,Not available,CLEVELAND,OH,44195,Not available,Not available,2800.0,09/30/2021,839385253,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,528391.0,1790757193.0,HOPE,PETERS,BOSTON,MA,02115,Medical Doctor,Allopathic & Osteopathic Physicians|Radiology|Diagnostic Radiology,765.0,12/20/2021,792404869,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,240010.0,10582.0,MAYO CLINIC HOSPITAL ROCHESTER,Not available,Not available,Not available,Not available,Rochester,MN,55902,Not available,Not available,3672.35,05/28/2021,834877727,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,420004.0,10780.0,MEDICAL UNIVERSITY OF SOUTH CAROLINA,Not available,Not available,Not available,Not available,CHARLESTON,SC,29403,Not available,Not available,9000.0,01/13/2021,852891917,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,360180.0,10373.0,Cleveland Clinic Hospital,Not available,Not available,Not available,Not available,Cleveland,OH,44195,Not available,Not available,23.06,08/20/2021,811588343,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,360068.0,10396.0,The Toledo Hospital,Not available,Not available,Not available,Not available,TOLEDO,OH,43606,Not available,Not available,355.0,03/09/2021,843823029,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,220071.0,9988.0,MASSACHUSETTS GENERAL HOSPITAL,Not available,Not available,Not available,Not available,BOSTON,MA,02114,Not available,Not available,351.0,11/30/2021,809522777,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,393303.0,10215.0,The Childrens Hospital Of Philadelp,Not available,Not available,Not available,Not available,PHILADELPHIA,PA,19104,Not available,Not available,5690.29,01/06/2021,819883809,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,500027.0,11177.0,SWEDISH MEDICAL CENTER,Not available,Not available,Not available,Not available,SEATTLE,WA,98122,Not available,Not available,143.0,02/04/2021,835927109,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,979512.0,1639352321.0,RUSSELL,BUTTERFIELD,SALT LAKE CITY,UT,84113,Medical Doctor,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology with Special Qualifications in Child Neurology,330.0,12/24/2021,832529265,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,40468.0,1891834016.0,RHONDA,GENTRY,LITTLE ROCK,AR,72205,Medical Doctor,Allopathic & Osteopathic Physicians|Internal Medicine|Hematology & Oncology,159.25,03/16/2021,793082395,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,440039.0,10425.0,VANDERBILT UNIVERSITY MEDICAL CENTER,Not available,Not available,Not available,Not available,Nashville,TN,37232,Not available,Not available,3375.0,11/08/2021,789013303,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,110087.0,10799.0,Northside Hospital Gwinnett,Not available,Not available,Not available,Not available,Duluth,GA,30046,Not available,Not available,750.0,03/24/2021,832877653,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,30103.0,11162.0,MAYO CLINIC HOSPITAL,Not available,Not available,Not available,Not available,Phoenix,AZ,85054,Not available,Not available,5500.0,06/10/2021,793087879,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,220046.0,9994.0,BERKSHIRE MEDICAL CENTER,Not available,Not available,Not available,Not available,Pittsfield,MA,01201,Not available,Not available,150.0,02/09/2021,786496425,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,330059.0,10070.0,Montefiore Medical Center,Not available,Not available,Not available,Not available,BRONX,NY,10467,Not available,Not available,22.94,01/11/2021,831068059,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,37453.0,1831248855.0,SUSANNA,NAGGIE,Durham,NC,27701,Medical Doctor,Allopathic & Osteopathic Physicians|Internal Medicine|Infectious Disease,636.54,05/25/2021,819890713,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,20180.0,1447233986.0,JAMES,REEVES,FORT MYERS,FL,33908,Medical Doctor,Allopathic & Osteopathic Physicians|Internal Medicine|Hematology & Oncology,812.5,03/31/2021,835900523,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,10033.0,10929.0,University Of Alabama Hospital,Not available,Not available,Not available,Not available,Birmingham,AL,35249,Not available,Not available,28.5,10/20/2021,811764793,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,490063.0,10733.0,Inova Fairfax Hospital,Not available,Not available,Not available,Not available,Falls Church,VA,22042,Not available,Not available,15.9,05/28/2021,811822965,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,818355.0,1982852166.0,YESSAR,HUSSAIN,Austin,TX,78756,Medical Doctor,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology,5143.5,08/11/2021,781385767,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,263302.0,10622.0,Childrens Mercy Hospital,Not available,Not available,Not available,Not available,KANSAS CITY,MO,64108,Not available,Not available,235.0,01/22/2021,781386103,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,53302.0,11301.0,Childrens Hospital Los Angeles,Not available,Not available,Not available,Not available,Los Angeles,CA,90027,Not available,Not available,4.5,12/20/2021,811619683,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,817790.0,1962601526.0,SAAD,USMANI,CHARLOTTE,NC,28204,Medical Doctor,Allopathic & Osteopathic Physicians|Internal Medicine|Hematology & Oncology,7626.33,09/29/2021,830977987,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,390196.0,10211.0,American Oncologic Hospial,Not available,Not available,Not available,Not available,PHILADELPHIA,PA,19111,Not available,Not available,4392.0,10/22/2021,831090249,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,11507.0,1265423453.0,NEAL,SHORE,MYRTLE BEACH,SC,29572,Medical Doctor,Allopathic & Osteopathic Physicians|Urology,940.0,02/13/2021,832506755,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,230046.0,10547.0,Univ Of Mi Hospitals & Hlth Ctrs,Not available,Not available,Not available,Not available,Ann Arbor,MI,48109,Not available,Not available,34.14,02/19/2021,811753311,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,390028.0,10267.0,Upmc Mercy Hospital,Not available,Not available,Not available,Not available,Pittsburgh,PA,15219,Not available,Not available,40.0,12/20/2021,811785303,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,276270.0,1083614879.0,ILEANA,TANDRON,SLIDELL,LA,70461,Medical Doctor,"Allopathic & Osteopathic Physicians|Internal Medicine|Endocrinology, Diabetes & Metabolism",7.95,03/08/2021,811812535,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,500058.0,11185.0,KADLEC REGIONAL MEDICAL CENTER,Not available,Not available,Not available,Not available,Richland,WA,99352,Not available,Not available,3536.8,02/22/2021,848746757,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,140212.0,1083662894.0,ISAAC,THOMAS,GURNEE,IL,60031,Medical Doctor,Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology,56.0,10/07/2021,792405407,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,440039.0,10425.0,VANDERBILT UNIVERSITY MEDICAL CENTER,Not available,Not available,Not available,Not available,Nashville,TN,37232,Not available,Not available,677.0,07/22/2021,816676509,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,440039.0,10425.0,Vanderbilt University Medical Center,Not available,Not available,Not available,Not available,NASHVILLE,TN,37232,Not available,Not available,40.1,01/11/2021,831052271,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,490024.0,10728.0,Carilion Medical Center,Not available,Not available,Not available,Not available,Roanoke,VA,24014,Not available,Not available,525.0,02/11/2021,827566393,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,410007.0,10008.0,Rhode Island Hospital,Not available,Not available,Not available,Not available,PROVIDENCE,RI,02914,Not available,Not available,83186.4,01/28/2021,819884105,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,1279744.0,1285818740.0,IAN,NEELAND,CLEVELAND,OH,44106,Medical Doctor,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,1900.0,10/22/2021,832530479,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,4225722.0,1073518379.0,JOHN,HUNTER,SENECA,SC,29672,Medical Doctor,Allopathic & Osteopathic Physicians|General Practice,873.0,02/25/2021,793082651,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,380009.0,11212.0,Ohsu Hospital And Clinics,Not available,Not available,Not available,Not available,Portland,OR,97239,Not available,Not available,268.0,05/07/2021,835062417,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,1458973.0,1306139597.0,TIFFANY,FISHER,HERSHEY,PA,17033,Medical Doctor,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology,13.0,04/05/2021,851400289,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,63301.0,11125.0,Childrens Hospital Colorado,Not available,Not available,Not available,Not available,Aurora,CO,80045,Not available,Not available,1909.76,03/04/2021,832878871,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,100271.0,10837.0,MOFFITT CANCER CENTER,Not available,Not available,Not available,Not available,Tampa,FL,33612,Not available,Not available,5814.0,05/19/2021,793088135,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,190176.0,10885.0,Tulane University Hospital & Clinics,Not available,Not available,Not available,Not available,Covington,LA,70433,Not available,Not available,29206.18,12/31/2021,848750527,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,490063.0,10733.0,Inova Fairfax Hospital,Not available,Not available,Not available,Not available,FALLS CHURCH,VA,22042,Not available,Not available,141.48,11/08/2021,831068811,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,731500.0,1912947086.0,JOHN,ROSE,SALT LAKE CITY,UT,84132,Medical Doctor,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology,358.29,03/31/2021,835901343,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,220110.0,9985.0,Brigham And Womens Hospital,Not available,Not available,Not available,Not available,Boston,MA,02115,Not available,Not available,180.0,04/16/2021,811507803,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,30103.0,11162.0,MAYO CLINIC HOSPITAL,Not available,Not available,Not available,Not available,PHOENIX,AZ,85054,Not available,Not available,1093.0,07/09/2021,835918449,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,53302.0,11301.0,Childrens Hospital Los Angeles,Not available,Not available,Not available,Not available,Los Angeles,CA,90027,Not available,Not available,2.85,10/08/2021,811620179,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,117176.0,1588641591.0,BRIAN,WEINSHENKER,Rochester,MN,55905,Medical Doctor,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology,1600.0,06/03/2021,781386745,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,220071.0,9988.0,Massachusetts General Hospital,Not available,Not available,Not available,Not available,BOSTON,MA,02114,Not available,Not available,3016.0,11/24/2021,844267889,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,110010.0,10785.0,EMORY UNIVERSITY HOSPITAL,Not available,Not available,Not available,Not available,Atlanta,GA,30329,Not available,Not available,444.17,09/27/2021,786498507,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,450056.0,11002.0,Ascension Seton Medical Center,Not available,Not available,Not available,Not available,Austin,TX,78705,Not available,Not available,35.0,03/31/2021,827578969,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,360137.0,10389.0,Uh Cleveland Medical Center,Not available,Not available,Not available,Not available,Cleveland,OH,44106,Not available,Not available,205.0,03/29/2021,854377675,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,50599.0,11287.0,Uc Davis Medical Center,Not available,Not available,Not available,Not available,SACRAMENTO,CA,95817,Not available,Not available,104.25,05/12/2021,843824133,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,220071.0,9988.0,Massachusetts General Hospital,Not available,Not available,Not available,Not available,Boston,MA,02114,Not available,Not available,6687.2,01/09/2021,832510203,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,460009.0,11165.0,U OF U HOSPITALS & CLINICS,Not available,Not available,Not available,Not available,Salt Lake City,UT,84132,Not available,Not available,16727.05,06/08/2021,832834861,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,390111.0,10224.0,Hospital Of The Univ Of Penna,Not available,Not available,Not available,Not available,PHILADELPHIA,PA,19104,Not available,Not available,2142.26,06/10/2021,851138319,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,250001.0,10938.0,University Of Mississippi Medical,Not available,Not available,Not available,Not available,JACKSON,MS,39216,Not available,Not available,125.0,06/16/2021,819680625,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,390111.0,10224.0,Hospital Of The Univ Of Penna,Not available,Not available,Not available,Not available,PHILADELPHIA,PA,19104,Not available,Not available,1221.79,08/06/2021,851138621,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,390111.0,10224.0,Hospital Of The Univ Of Penna,Not available,Not available,Not available,Not available,PHILADELPHIA,PA,19104,Not available,Not available,32.5,09/20/2021,851138943,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,440039.0,10425.0,Vanderbilt University Medical Center,Not available,Not available,Not available,Not available,NASHVILLE,TN,37232,Not available,Not available,132.84,08/09/2021,831053029,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,1379436.0,1275828568.0,PATRICK,BUCHANAN,CAMARILLO,CA,93010,Medical Doctor,Allopathic & Osteopathic Physicians|Pain Medicine|Interventional Pain Medicine,580.0,05/01/2021,852953187,2021,01/20/2023
